work_id,mp_id,state,district,ia_id,category,sanctioned_amount,status,cost_anomaly_score,cost_anomaly_reason,dup_score,dup_reason,structuring_score,structuring_reason,execution_risk_score,execution_risk_reason,image_forensics_score,image_forensics_reason,network_score,network_reason,rule_score,rule_reason,corroboration_count,composite_risk_score,risk_tier,delay_risk_score,delay_tier,risk_explanation
W01109,MP025,Bihar,Gaya,IA036,Community Hall,3633348.81,Completed,0.09693365994277776,,0.0,,0.0,,0.0,,0.07472833771698002,,0.0,,0.0,,0,8.2,Low,0.0,On Track,
W00756,MP023,Tamil Nadu,Coimbatore,IA024,Public Toilet Complex,725546.05,Completed,0.09687273892174487,,0.0,,0.0,,0.0,,0.045119328173335714,,0.0,,0.0,,0,8.2,Low,0.0,On Track,
W01180,MP037,Bihar,Muzaffarpur,IA032,School Building Renovation,2036016.51,Completed,0.09496800823922479,,0.0,,0.0,,0.0,,0.02899009675646409,,0.0,,0.0,,0,8.1,Low,0.0,On Track,
W00456,MP008,West Bengal,Howrah,IA058,Public Toilet Complex,1088091.13,Completed,0.09516132229564328,,0.0,,0.0,,0.0,,0.028378802647366048,,0.0,,0.0,,0,8.1,Low,0.0,On Track,
W00514,MP014,Maharashtra,Pune,IA003,Health Sub-Centre Upgrade,1509124.62,Completed,0.0950292594793321,,0.0,,0.0,,0.0,,0.016092361407712415,,0.0,,0.0,,0,8.1,Low,0.0,On Track,
W00862,MP034,Uttar Pradesh,Gorakhpur,IA053,Street Lighting (per 50 units),2075575.44,Completed,0.09391627098355708,,0.0,,0.0,,0.0,,0.055620325502277794,,0.0,,0.0,,0,8.0,Low,0.0,On Track,
W01351,MP035,West Bengal,Howrah,IA013,Drinking Water Facility,2544571.72,Completed,0.0022498479223549282,,0.0,,0.0,,0.0,,0.0992322263955578,,0.0,,0.0,,0,7.9,Low,0.0,On Track,
W00519,MP038,Tamil Nadu,Coimbatore,IA024,Road Construction (per km),5416235.07,In Progress,0.09283425910185476,,0.0,,0.0,,1.0,"sanctioned 701 days ago but expected duration was only 270 days (2.6x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,0,7.9,Low,100.0,Severely Stalled,
W00340,MP026,Maharashtra,Nagpur,IA001,Street Lighting (per 50 units),1711252.13,In Progress,0.09171500075978917,,0.0,,0.0,,1.0,"sanctioned 374 days ago but expected duration was only 90 days (4.2x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,0,7.8,Low,100.0,Severely Stalled,
W00236,MP026,Maharashtra,Nagpur,IA016,Community Hall,3564029.58,Completed,0.09181909027512875,,0.0,,0.0,,0.0,,0.004384736064444185,,0.0,,0.0,,0,7.8,Low,0.0,On Track,
W01140,MP002,West Bengal,Howrah,IA012,Drinking Water Facility,2630318.48,Completed,0.0921535977569693,,0.0,,0.0,,0.0,,0.019727762007736373,,0.0,,0.0,,0,7.8,Low,0.0,On Track,
W00114,MP033,Uttar Pradesh,Meerut,IA040,Drinking Water Facility,953400.99,Completed,0.09203293062894481,,0.0,,0.0,,0.0,,0.0255417519967145,,0.0,,0.0,,0,7.8,Low,0.0,On Track,
W01021,MP019,Maharashtra,Nashik,IA027,Health Sub-Centre Upgrade,1510991.19,Completed,0.0922210938494999,,0.0,,0.0,,0.0,,0.03586875165531531,,0.0,,0.0,,0,7.8,Low,0.0,On Track,
W00309,MP012,Uttar Pradesh,Varanasi,IA057,Public Toilet Complex,543704.23,Completed,0.09195701754195366,,0.0,,0.0,,0.0,,0.04148405548971914,,0.0,,0.0,,0,7.8,Low,0.0,On Track,
W01339,MP003,Bihar,Patna,IA023,Street Lighting (per 50 units),922006.63,Completed,0.01538649279991755,,0.0,,0.0,,0.0,,0.09722851836083722,,0.0,,0.0,,0,7.8,Low,0.0,On Track,
W00164,MP013,Uttar Pradesh,Gorakhpur,IA008,Street Lighting (per 50 units),1417166.47,Completed,0.09011333629049884,,0.0,,0.0,,0.0,,0.03531670494081887,,0.0,,0.0,,0,7.7,Low,0.0,On Track,
W00069,MP024,Maharashtra,Nagpur,IA001,Community Hall,3553059.63,In Progress,0.0903284409791738,,0.0,,0.0,,1.0,"100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,0,7.7,Low,100.0,Severely Stalled,
W00524,MP006,Bihar,Muzaffarpur,IA032,School Building Renovation,2020005.37,In Progress,0.0901175340242094,,0.0,,0.0,,1.0,"sanctioned 821 days ago but expected duration was only 200 days (4.1x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,0,7.7,Low,100.0,Severely Stalled,
W00306,MP033,Uttar Pradesh,Meerut,IA018,Drinking Water Facility,2299908.65,Completed,0.09069519238992106,,0.0,,0.0,,0.0,,0.036122694026161285,,0.0,,0.0,,0,7.7,Low,0.0,On Track,
W00589,MP001,West Bengal,Malda,IA030,Health Sub-Centre Upgrade,1778558.0,Completed,0.07992452284612991,,0.0,,0.0,,0.0,,0.09628836815862211,,0.0,,0.0,,0,7.7,Low,0.0,On Track,
W00607,MP008,West Bengal,Howrah,IA009,School Building Renovation,1423905.96,Completed,0.08888880751840118,,0.0,,0.0,,0.0,,0.019567883383958436,,0.0,,0.0,,0,7.6,Low,0.0,On Track,
W00949,MP003,Bihar,Patna,IA023,Road Construction (per km),3007333.35,Completed,0.08886647952420056,,0.0,,0.0,,0.0,,0.019385624345670285,,0.0,,0.0,,0,7.6,Low,0.0,On Track,
W01080,MP008,West Bengal,Howrah,IA012,School Building Renovation,2252318.61,Completed,0.0898919429618667,,0.0,,0.0,,0.0,,0.0650554229945391,,0.0,,0.0,,0,7.6,Low,0.0,On Track,
W00645,MP026,Maharashtra,Pune,IA003,Health Sub-Centre Upgrade,1512523.22,Completed,0.08991622771007181,,0.0,,0.0,,0.0,,0.045886019058725386,,0.0,,0.0,,0,7.6,Low,0.0,On Track,
W01067,MP013,Uttar Pradesh,Gorakhpur,IA052,Road Construction (per km),5668356.77,Completed,0.08801153611737224,,0.0,,0.0,,0.0,,0.0615340834485624,,0.0,,0.0,,0,7.5,Low,0.0,On Track,
W01009,MP001,West Bengal,Malda,IA021,Health Sub-Centre Upgrade,1786360.15,Completed,0.08869458428496979,,0.0,,0.0,,0.0,,0.022882552478592926,,0.0,,0.0,,0,7.5,Low,0.0,On Track,
W01191,MP007,Maharashtra,Nagpur,IA016,Street Lighting (per 50 units),866481.98,Completed,0.08854733188921515,,0.0,,0.0,,0.0,,0.04517350589909599,,0.0,,0.0,,0,7.5,Low,0.0,On Track,
W01070,MP017,Uttar Pradesh,Gorakhpur,IA026,School Building Renovation,1215137.28,Completed,0.08809160230637024,,0.0,,0.0,,0.0,,0.02020977687014015,,0.0,,0.0,,0,7.5,Low,0.0,On Track,
W01311,MP035,West Bengal,Howrah,IA013,Drainage / Sewage Line (per km),2701802.84,Completed,0.03161805521511746,,0.0,,0.0,,0.0,,0.09405767966138284,,0.0,,0.0,,0,7.5,Low,0.0,On Track,
W00140,MP006,Bihar,Gaya,IA025,Drainage / Sewage Line (per km),1556418.5,Completed,0.00015665766522185992,,0.0,,0.0,,0.0,,0.0938876459406681,,0.0,,0.0,,0,7.5,Low,0.0,On Track,
W00550,MP003,Bihar,Patna,IA023,Drainage / Sewage Line (per km),478680.23,In Progress,0.0873268373829354,,0.0,,0.0,,1.0,"sanctioned 445 days ago but expected duration was only 180 days (2.5x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,0,7.4,Low,100.0,Severely Stalled,
W01177,MP033,Uttar Pradesh,Meerut,IA005,Drinking Water Facility,1554584.12,Completed,0.08757198559679018,,0.0,,0.0,,0.0,,0.04485567065146529,,0.0,,0.0,,0,7.4,Low,0.0,On Track,
W01016,MP037,Bihar,Muzaffarpur,IA032,Public Toilet Complex,1265774.08,Completed,0.0853664075979509,,0.0,,0.0,,0.0,,0.02288893753576339,,0.0,,0.0,,0,7.3,Low,0.0,On Track,
W01079,MP037,Bihar,Muzaffarpur,IA032,Drainage / Sewage Line (per km),623401.7,Completed,0.0859255115812398,,0.0,,0.0,,0.0,,0.0752403384690384,,0.0,,0.0,,0,7.3,Low,0.0,On Track,
W00810,MP006,Bihar,Muzaffarpur,IA032,Drinking Water Facility,2241731.52,Completed,0.0857347052241233,,0.0,,0.0,,0.0,,0.04979199333456008,,0.0,,0.0,,0,7.3,Low,0.0,On Track,
W01049,MP031,Uttar Pradesh,Gorakhpur,IA053,Community Hall,3332773.5,Completed,0.08532190583494108,,0.0,,0.0,,0.0,,0.03983256597397929,,0.0,,0.0,,0,7.3,Low,0.0,On Track,
W00684,MP030,Bihar,Muzaffarpur,IA032,Health Sub-Centre Upgrade,1570238.54,Completed,0.026450316199428506,,0.0,,0.0,,0.0,,0.09113856163927497,,0.0,,0.0,,0,7.3,Low,0.0,On Track,
W00638,MP040,Bihar,Gaya,IA025,Community Hall,3570935.96,Completed,0.05455437140850706,,0.0,,0.0,,0.0,,0.09077386715907343,,0.0,,0.0,,0,7.3,Low,0.0,On Track,
W01116,MP025,Bihar,Patna,IA023,Public Toilet Complex,1022776.29,Completed,0.08503567964491081,,0.0,,0.0,,0.0,,0.04030856594510412,,0.0,,0.0,,0,7.2,Low,0.0,On Track,
W00767,MP004,Bihar,Muzaffarpur,IA032,Street Lighting (per 50 units),1329859.3,Completed,0.08455888996698087,,0.0,,0.0,,0.0,,0.030951005156875377,,0.0,,0.0,,0,7.2,Low,0.0,On Track,
W01276,MP024,Maharashtra,Nagpur,IA001,Community Hall,3535794.73,Completed,0.08503035609995627,,0.0,,0.0,,0.0,,0.03189772641282974,,0.0,,0.0,,0,7.2,Low,0.0,On Track,
W00370,MP014,Maharashtra,Pune,IA003,Road Construction (per km),5090955.44,Completed,0.0,,0.0,,0.0,,0.0,,0.08851083393972725,,0.0,,0.0,,0,7.1,Low,0.0,On Track,
W00972,MP015,West Bengal,Malda,IA021,Street Lighting (per 50 units),908109.69,Completed,0.08300376859371811,,0.0,,0.0,,0.0,,0.006551693681303584,,0.0,,0.0,,0,7.1,Low,0.0,On Track,
W00637,MP022,Uttar Pradesh,Meerut,IA040,Health Sub-Centre Upgrade,1685156.06,Completed,0.08221939559710952,,0.0,,0.0,,0.0,,0.07541169725038069,,0.0,,0.0,,0,7.0,Low,0.0,On Track,
W00956,MP014,Maharashtra,Nashik,IA027,Road Construction (per km),8740801.76,Completed,0.0826450600056243,,0.0,,0.0,,0.0,,0.06893743821423175,,0.0,,0.0,,0,7.0,Low,0.0,On Track,
W00341,MP014,Maharashtra,Pune,IA003,Health Sub-Centre Upgrade,1570896.79,Completed,0.002095972930117699,,0.0,,0.0,,0.0,,0.08808461707930397,,0.0,,0.0,,0,7.0,Low,0.0,On Track,
W00621,MP021,West Bengal,Howrah,IA045,Road Construction (per km),1084047.73,In Progress,0.08236850677241495,,0.0,,0.0,,1.0,"sanctioned 820 days ago but expected duration was only 270 days (3.0x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,0,7.0,Low,100.0,Severely Stalled,
W01078,MP007,Maharashtra,Nagpur,IA001,Public Toilet Complex,971482.97,Completed,0.08242850258741503,,0.0,,0.0,,0.0,,0.02635559203670286,,0.0,,0.0,,0,7.0,Low,0.0,On Track,
W01151,MP003,Bihar,Patna,IA023,Street Lighting (per 50 units),2494895.24,Completed,0.056952462423751675,,0.0,,0.0,,0.0,,0.08781107193699488,,0.0,,0.0,,0,7.0,Low,0.0,On Track,
W01301,MP034,Uttar Pradesh,Gorakhpur,IA054,Road Construction (per km),2364846.07,Completed,0.048921183627483884,,0.0,,0.0,,0.0,,0.085829265245154,,0.0,,0.0,,0,6.9,Low,0.0,On Track,
W00028,MP007,Maharashtra,Nagpur,IA001,Public Toilet Complex,1025897.86,In Progress,0.08119882094076637,,0.0,,0.0,,1.0,"sanctioned 785 days ago but expected duration was only 120 days (6.5x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,0,6.9,Low,100.0,Severely Stalled,
W01331,MP024,Maharashtra,Nagpur,IA016,Public Toilet Complex,1227369.51,Completed,0.08166587578174501,,0.0,,0.0,,0.0,,0.062188058582070056,,0.0,,0.0,,0,6.9,Low,0.0,On Track,
W00186,MP040,Bihar,Gaya,IA011,Street Lighting (per 50 units),2370948.12,Completed,0.08125960955447,,0.0,,0.0,,0.0,,0.023933091718795377,,0.0,,0.0,,0,6.9,Low,0.0,On Track,
W00670,MP020,Tamil Nadu,Coimbatore,IA055,Drainage / Sewage Line (per km),621794.24,Completed,0.08060284124082144,,0.0,,0.0,,0.0,,0.0826498360477169,,0.0,,0.0,,0,6.9,Low,0.0,On Track,
W00998,MP036,Maharashtra,Nashik,IA027,Road Construction (per km),2708159.44,Completed,0.03980665475736401,,0.0,,0.0,,0.0,,0.08546096912675961,,0.0,,0.0,,0,6.8,Low,0.0,On Track,
W00179,MP021,West Bengal,Howrah,IA013,School Building Renovation,1616061.65,Completed,0.07954439654495903,,0.0,,0.0,,0.0,,0.03881604374309434,,0.0,,0.0,,0,6.8,Low,0.0,On Track,
W01169,MP014,Maharashtra,Pune,IA003,Drainage / Sewage Line (per km),1001269.07,Completed,0.07964551474479094,,0.0,,0.0,,0.0,,0.023725790261319102,,0.0,,0.0,,0,6.8,Low,0.0,On Track,
W01039,MP015,West Bengal,Malda,IA041,Drainage / Sewage Line (per km),3724439.86,Completed,0.05732156403666975,,0.0,,0.0,,0.0,,0.08470389227539493,,0.0,,0.0,,0,6.8,Low,0.0,On Track,
W01357,MP021,West Bengal,Howrah,IA058,School Building Renovation,1534849.78,Completed,0.07954439654495961,,0.0,,0.0,,0.0,,0.015315098442738572,,0.0,,0.0,,0,6.8,Low,0.0,On Track,
W00380,MP018,Bihar,Gaya,IA049,Community Hall,3372380.45,Completed,0.08026788471918543,,0.0,,0.0,,0.0,,0.06334575038895614,,0.0,,0.0,,0,6.8,Low,0.0,On Track,
W00420,MP031,Uttar Pradesh,Gorakhpur,IA046,Road Construction (per km),8327839.02,Completed,0.08040480299147175,,0.0,,0.0,,0.0,,0.08012486500374023,,0.0,,0.0,,0,6.8,Low,0.0,On Track,
W00156,MP019,Maharashtra,Nashik,IA048,Street Lighting (per 50 units),1141867.39,Completed,0.0,,0.0,,0.0,,0.0,,0.08509330033257506,,0.0,,0.0,,0,6.8,Low,0.0,On Track,
W01027,MP004,Bihar,Muzaffarpur,IA032,Road Construction (per km),3652657.69,In Progress,0.07878431599077647,,0.0,,0.0,,1.0,"100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,0,6.7,Low,100.0,Severely Stalled,
W00157,MP032,Tamil Nadu,Coimbatore,IA015,Road Construction (per km),6072270.19,Completed,0.07836286166235036,,0.0,,0.0,,0.0,,0.049973769455318895,,0.0,,0.0,,0,6.7,Low,0.0,On Track,
W01138,MP032,Tamil Nadu,Coimbatore,IA024,Drainage / Sewage Line (per km),2827835.21,Completed,0.07854368140764828,,0.0,,0.0,,0.0,,0.06934923402971367,,0.0,,0.0,,0,6.7,Low,0.0,On Track,
W01167,MP008,West Bengal,Howrah,IA012,Street Lighting (per 50 units),1947284.55,Completed,0.0784041387997355,,0.0,,0.0,,0.0,,0.061205020595369,,0.0,,0.0,,0,6.7,Low,0.0,On Track,
W00485,MP020,Tamil Nadu,Coimbatore,IA055,Drinking Water Facility,2041575.72,Completed,0.0784126750710858,,0.0,,0.0,,0.0,,0.05882086901913469,,0.0,,0.0,,0,6.7,Low,0.0,On Track,
W00217,MP020,Tamil Nadu,Madurai,IA044,Road Construction (per km),7695903.1,In Progress,0.07799606798239812,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0,6.6,Low,0.0,On Track,
W01201,MP039,Bihar,Gaya,IA036,Drinking Water Facility,1171538.51,Completed,0.07821160909963609,,0.0,,0.0,,0.0,,0.014151594184895392,,0.0,,0.0,,0,6.6,Low,0.0,On Track,
W00703,MP004,Bihar,Muzaffarpur,IA032,Drainage / Sewage Line (per km),2514731.1,Completed,0.07768742378249142,,0.0,,0.0,,0.0,,0.023190179938713053,,0.0,,0.0,,0,6.6,Low,0.0,On Track,
W01139,MP040,Bihar,Gaya,IA049,Public Toilet Complex,695851.0,Completed,0.07742496107851739,,0.0,,0.0,,0.0,,0.04090689709741378,,0.0,,0.0,,0,6.6,Low,0.0,On Track,
W00111,MP040,Bihar,Gaya,IA049,Street Lighting (per 50 units),2470755.5,In Progress,0.07791561551473186,,0.0,,0.0,,1.0,"sanctioned 799 days ago but expected duration was only 90 days (8.9x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,0,6.6,Low,100.0,Severely Stalled,
W00923,MP035,West Bengal,Malda,IA050,Public Toilet Complex,1372852.29,Completed,0.07796962005654173,,0.0,,0.0,,0.0,,0.01799825957151337,,0.0,,0.0,,0,6.6,Low,0.0,On Track,
W00698,MP031,Uttar Pradesh,Gorakhpur,IA052,Road Construction (per km),7946771.96,In Progress,0.07712565869325723,,0.0,,0.0,,1.0,"sanctioned 496 days ago but expected duration was only 270 days (1.8x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,0,6.6,Low,100.0,Severely Stalled,
W00983,MP029,Bihar,Patna,IA023,Drinking Water Facility,2316259.89,Completed,0.07801303002077219,,0.0,,0.0,,0.0,,0.04221485746894151,,0.0,,0.0,,0,6.6,Low,0.0,On Track,
W00294,MP005,Tamil Nadu,Salem,IA006,Community Hall,3580280.48,Completed,0.07713525174819016,,0.0,,0.0,,0.0,,0.0606528828439593,,0.0,,0.0,,0,6.6,Low,0.0,On Track,
W01274,MP008,West Bengal,Howrah,IA037,Community Hall,3486800.81,Completed,0.037017519156953144,,0.0,,0.0,,0.0,,0.08134509971988976,,0.0,,0.0,,0,6.5,Low,0.0,On Track,
W01251,MP009,Bihar,Muzaffarpur,IA032,Drainage / Sewage Line (per km),3483063.54,Completed,0.07639695564013997,,0.0,,0.0,,0.0,,0.059409187196918956,,0.0,,0.0,,0,6.5,Low,0.0,On Track,
W01359,MP039,Bihar,Gaya,IA042,School Building Renovation,1588737.41,Completed,0.049096339531645404,,0.0,,0.0,,0.0,,0.0808684604703049,,0.0,,0.0,,0,6.5,Low,0.0,On Track,
W00799,MP037,Bihar,Muzaffarpur,IA032,Drainage / Sewage Line (per km),3308723.96,Completed,0.07602970168575872,,0.0,,0.0,,0.0,,0.026749385166464416,,0.0,,0.0,,0,6.5,Low,0.0,On Track,
W00505,MP034,Uttar Pradesh,Gorakhpur,IA060,School Building Renovation,1965061.33,Completed,0.0769417923922959,,0.0,,0.0,,0.0,,0.06247406882374501,,0.0,,0.0,,0,6.5,Low,0.0,On Track,
W00674,MP033,Uttar Pradesh,Meerut,IA047,Street Lighting (per 50 units),1755016.06,Completed,0.07661373905915114,,0.0,,0.0,,0.0,,0.016692135676816554,,0.0,,0.0,,0,6.5,Low,0.0,On Track,
W00863,MP025,Bihar,Muzaffarpur,IA032,Road Construction (per km),5935336.39,In Progress,0.07553858983259638,,0.0,,0.0,,1.0,"sanctioned 717 days ago but expected duration was only 270 days (2.7x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,0,6.4,Low,100.0,Severely Stalled,
W00076,MP037,Bihar,Muzaffarpur,IA032,Community Hall,3380555.78,In Progress,0.07471670945747469,,0.0,,0.0,,1.0,"sanctioned 407 days ago but expected duration was only 240 days (1.7x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,0,6.4,Low,100.0,Severely Stalled,
W00399,MP015,West Bengal,Malda,IA019,Public Toilet Complex,710545.39,Completed,0.07445086763947122,,0.0,,0.0,,0.0,,0.005135782019627098,,0.0,,0.0,,0,6.3,Low,0.0,On Track,
W01290,MP023,Tamil Nadu,Coimbatore,IA015,Street Lighting (per 50 units),1602013.58,Completed,0.03554353270961079,,0.0,,0.0,,0.0,,0.07869811607879033,,0.0,,0.0,,0,6.3,Low,0.0,On Track,
W00554,MP037,Bihar,Muzaffarpur,IA032,Health Sub-Centre Upgrade,1631495.71,Completed,0.07422968911845354,,0.0,,0.0,,0.0,,0.05326178337740844,,0.0,,0.0,,0,6.3,Low,0.0,On Track,
W00665,MP018,Bihar,Muzaffarpur,IA032,Health Sub-Centre Upgrade,1541252.75,Completed,0.0740902821224873,,0.0,,0.0,,0.0,,0.03892219243591118,,0.0,,0.0,,0,6.3,Low,0.0,On Track,
W01028,MP023,Tamil Nadu,Coimbatore,IA024,Drinking Water Facility,2249484.93,Completed,0.046613427850849216,,0.0,,0.0,,0.0,,0.0777148021797857,,0.0,,0.0,,0,6.2,Low,0.0,On Track,
W00291,MP022,Uttar Pradesh,Meerut,IA018,Drainage / Sewage Line (per km),1468341.08,Completed,0.07241346879084043,,0.0,,0.0,,0.0,,0.0567718232477554,,0.0,,0.0,,0,6.2,Low,0.0,On Track,
W00316,MP016,West Bengal,Malda,IA043,Road Construction (per km),7874451.87,Completed,0.07228219303916043,,0.0,,0.0,,0.0,,0.01248060194200748,,0.0,,0.0,,0,6.1,Low,0.0,On Track,
W00979,MP015,West Bengal,Howrah,IA037,Public Toilet Complex,808911.49,Completed,0.05306354272940142,,0.0,,0.0,,0.0,,0.07606684789221464,,0.0,,0.0,,0,6.1,Low,0.0,On Track,
W00688,MP020,Tamil Nadu,Coimbatore,IA024,Street Lighting (per 50 units),738268.2,Completed,0.07150824359626536,,0.0,,0.0,,0.0,,0.02902276037677314,,0.0,,0.0,,0,6.1,Low,0.0,On Track,
W01170,MP020,Tamil Nadu,Coimbatore,IA015,Road Construction (per km),4369845.76,In Progress,0.07213336421700553,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0,6.1,Low,0.0,On Track,
W00852,MP025,Bihar,Gaya,IA036,Street Lighting (per 50 units),783190.75,Completed,0.07133563595405755,,0.0,,0.0,,0.0,,0.021883491064567547,,0.0,,0.0,,0,6.1,Low,0.0,On Track,
W00029,MP030,Bihar,Muzaffarpur,IA032,Health Sub-Centre Upgrade,1542507.98,Completed,0.07202723279985024,,0.0,,0.0,,0.0,,0.04740368699145108,,0.0,,0.0,,0,6.1,Low,0.0,On Track,
W00020,MP036,Maharashtra,Nashik,IA038,Health Sub-Centre Upgrade,1598252.2,Completed,0.039058938030614956,,0.0,,0.0,,0.0,,0.07442547031748963,,0.0,,0.0,,0,6.0,Low,0.0,On Track,
W01326,MP040,Bihar,Gaya,IA011,Road Construction (per km),7200435.02,Completed,0.07095094222157938,,0.0,,0.0,,0.0,,0.05902504795937952,,0.0,,0.0,,0,6.0,Low,0.0,On Track,
W00067,MP024,Maharashtra,Pune,IA003,Public Toilet Complex,758661.92,Completed,0.0709016802487495,,0.0,,0.0,,0.0,,0.037871602682250934,,0.0,,0.0,,0,6.0,Low,0.0,On Track,
W01156,MP030,Bihar,Muzaffarpur,IA032,Community Hall,3593746.47,Completed,0.07004305979405388,,0.0,,0.0,,0.0,,0.07285900467368409,,0.0,,0.0,,0,6.0,Low,0.0,On Track,
W01093,MP019,Maharashtra,Nashik,IA038,Drainage / Sewage Line (per km),3389632.97,Completed,0.043387153389643864,,0.0,,0.0,,0.0,,0.07560720099511466,,0.0,,0.0,,0,6.0,Low,0.0,On Track,
W01100,MP012,Uttar Pradesh,Varanasi,IA057,Health Sub-Centre Upgrade,1646511.34,Completed,0.021182352784010733,,0.0,,0.0,,0.0,,0.07463321086299733,,0.0,,0.0,,0,6.0,Low,0.0,On Track,
W01112,MP021,West Bengal,Malda,IA019,Road Construction (per km),7502915.93,Completed,0.029696560476847947,,0.0,,0.0,,0.0,,0.0746950123019907,,0.0,,0.0,,0,6.0,Low,0.0,On Track,
W00564,MP005,Tamil Nadu,Salem,IA059,Health Sub-Centre Upgrade,1561744.28,In Progress,0.07102150908122241,,0.0,,0.0,,1.0,"sanctioned 529 days ago but expected duration was only 210 days (2.5x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,0,6.0,Low,100.0,Severely Stalled,
W00350,MP040,Bihar,Gaya,IA011,Drainage / Sewage Line (per km),2608843.12,Completed,0.07069308968811068,,0.0,,0.0,,0.0,,0.025190175765435686,,0.0,,0.0,,0,6.0,Low,0.0,On Track,
W01265,MP020,Tamil Nadu,Coimbatore,IA055,Health Sub-Centre Upgrade,1619112.73,Completed,0.071021509081223,,0.0,,0.0,,0.0,,0.056130695366671805,,0.0,,0.0,,0,6.0,Low,0.0,On Track,
W00468,MP028,Tamil Nadu,Madurai,IA031,Drainage / Sewage Line (per km),4023526.84,In Progress,0.07079734261908117,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0,6.0,Low,0.0,On Track,
W01064,MP040,Bihar,Gaya,IA025,School Building Renovation,1690059.59,Completed,0.07050025437980287,,0.0,,0.0,,0.0,,0.04063645002870802,,0.0,,0.0,,0,6.0,Low,0.0,On Track,
W00952,MP017,Uttar Pradesh,Gorakhpur,IA004,Community Hall,3443371.71,Completed,0.017047716298177636,,0.0,,0.0,,0.0,,0.07433371278013695,,0.0,,0.0,,0,5.9,Low,0.0,On Track,
W00687,MP023,Tamil Nadu,Coimbatore,IA024,Street Lighting (per 50 units),893001.5,Completed,0.06998555828872953,,0.0,,0.0,,0.0,,0.0359381669746199,,0.0,,0.0,,0,5.9,Low,0.0,On Track,
W00073,MP004,Bihar,Muzaffarpur,IA032,Drinking Water Facility,1989683.0,Completed,0.06766092320944973,,0.0,,0.0,,0.0,,0.04618101707404582,,0.0,,0.0,,0,5.8,Low,0.0,On Track,
W00437,MP030,Bihar,Muzaffarpur,IA032,Street Lighting (per 50 units),725321.02,Completed,0.06627500928899073,,0.0,,0.0,,0.0,,0.07284033028845996,,0.0,,0.0,,0,5.8,Low,0.0,On Track,
W00630,MP006,Bihar,Patna,IA023,Street Lighting (per 50 units),1200268.83,In Progress,0.06768011711706826,,0.0,,0.0,,1.0,"sanctioned 378 days ago but expected duration was only 90 days (4.2x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,0,5.8,Low,100.0,Severely Stalled,
W00415,MP015,West Bengal,Malda,IA050,Drainage / Sewage Line (per km),2799174.53,Completed,0.06859531668798828,,0.0,,0.0,,0.0,,0.06469025378798303,,0.0,,0.0,,0,5.8,Low,0.0,On Track,
W01226,MP013,Uttar Pradesh,Gorakhpur,IA046,School Building Renovation,1587799.58,Completed,0.02574067819361514,,0.0,,0.0,,0.0,,0.07195994749266867,,0.0,,0.0,,0,5.8,Low,0.0,On Track,
W00445,MP007,Maharashtra,Nagpur,IA016,Health Sub-Centre Upgrade,1604160.35,Completed,0.04794746820408555,,0.0,,0.0,,0.0,,0.07283051091542454,,0.0,,0.0,,0,5.8,Low,0.0,On Track,
