payment_id,work_id,stage,amount,payment_date,vendor_id
P001659,W00646,1,982428.68,2025-03-21,V024
P001660,W00646,2,982428.68,2025-06-15,V079
P001661,W00647,1,2915679.46,2026-02-04,V079
P001662,W00647,2,2915679.46,2026-06-18,V087
P001663,W00648,1,1059303.16,2025-04-01,V028
P001664,W00648,2,794477.37,2025-05-24,V066
P001665,W00648,3,794477.37,2025-07-03,V055
P001666,W00649,1,1104085.04,2024-08-31,V070
P001667,W00649,2,828063.78,2024-10-24,V034
P001668,W00649,3,828063.78,2024-12-08,V024
P001669,W00650,1,860198.19,2025-03-27,V042
P001670,W00650,2,860198.19,2025-06-18,V071
P001671,W00651,1,939466.81,2023-07-13,V027
P001672,W00651,2,939466.81,2023-08-28,V045
P001673,W00652,1,530063.08,2025-04-18,V024
P001674,W00652,2,530063.08,2025-06-13,V049
P001675,W00653,1,409445.03,2026-04-11,V035
P001676,W00653,2,307083.77,2026-05-19,V032
P001677,W00653,3,307083.77,2026-06-14,V075
P001678,W00654,1,584179.7,2025-12-20,V010
P001679,W00654,2,438134.77,2026-03-13,V032
P001680,W00654,3,438134.77,2026-04-28,V044
P001681,W00655,1,197242.84,2025-02-18,V088
P001682,W00655,2,147932.13,2025-03-28,V002
P001683,W00655,3,147932.13,2025-04-30,V074
P001684,W00656,1,596300.03,2025-05-07,V023
P001685,W00656,2,447225.02,2025-07-21,V019
P001686,W00656,3,447225.02,2025-10-10,V071
P001687,W00657,1,784454.24,2026-03-03,V067
P001688,W00657,2,588340.68,2026-05-11,V071
P001689,W00657,3,588340.68,2026-07-10,V023
P001690,W00658,1,677510.53,2024-11-10,V013
P001691,W00658,2,677510.53,2025-01-14,V019
P001692,W00659,1,629742.66,2023-11-08,V015
P001693,W00659,2,472307.0,2023-12-19,V088
P001694,W00659,3,472307.0,2024-01-15,V005
P001695,W00660,1,1799894.59,2024-09-10,V080
P001696,W00660,2,1349920.94,2024-11-01,V035
P001697,W00660,3,1349920.94,2025-01-07,V032
P001698,W00661,1,579756.49,2024-07-30,V053
P001699,W00661,2,434817.37,2024-09-29,V026
P001700,W00661,3,434817.37,2024-11-20,V087
P001701,W00662,1,602103.48,2024-07-02,V071
P001702,W00662,2,602103.48,2024-08-04,V058
P001703,W00663,1,330495.3,2026-06-02,V043
P001704,W00663,2,330495.3,2026-07-20,V034
P001705,W00664,1,1232678.88,2025-12-30,V044
P001706,W00664,2,1232678.88,2026-03-16,V061
P001707,W00665,1,616501.1,2023-08-06,V054
P001708,W00665,2,462375.83,2023-10-22,V029
P001709,W00665,3,462375.83,2023-12-04,V067
P001710,W00666,1,908878.45,2026-05-01,V025
P001711,W00666,2,908878.45,2026-08-12,V071
P001712,W00667,1,634413.41,2023-07-26,V089
P001713,W00667,2,634413.41,2023-09-05,V022
P001714,W00668,1,581424.81,2024-09-04,V038
P001715,W00668,2,581424.81,2024-10-17,V055
P001716,W00669,1,1563759.81,2025-05-20,V019
P001717,W00669,2,1172819.86,2025-09-02,V034
P001718,W00669,3,1172819.86,2025-11-01,V028
P001719,W00670,1,310897.12,2025-09-21,V004
P001720,W00670,2,310897.12,2025-12-02,V036
P001721,W00671,1,832682.99,2024-06-17,V087
P001722,W00671,2,624512.24,2024-07-21,V044
P001723,W00671,3,624512.24,2024-08-17,V061
P001724,W00672,1,716255.38,2025-09-01,V058
P001725,W00672,2,537191.54,2025-10-17,V013
P001726,W00672,3,537191.54,2025-12-29,V007
P001727,W00673,1,1155682.97,2024-09-07,V055
P001728,W00673,2,866762.23,2024-12-17,V029
P001729,W00673,3,866762.23,2025-03-05,V028
P001730,W00674,1,702006.42,2026-03-10,V037
P001731,W00674,2,526504.82,2026-04-07,V021
P001732,W00674,3,526504.82,2026-05-20,V071
P001733,W00675,1,818656.35,2024-05-04,V032
P001734,W00675,2,613992.26,2024-07-11,V034
P001735,W00675,3,613992.26,2024-09-15,V082
P001736,W00676,1,1574449.84,2026-01-22,V005
P001737,W00676,2,1180837.38,2026-04-01,V010
P001738,W00676,3,1180837.38,2026-06-28,V049
P001739,W00677,1,2128585.13,2026-05-12,V042
P001740,W00678,1,702926.84,2024-08-01,V056
P001741,W00678,2,527195.13,2024-09-19,V089
P001742,W00678,3,527195.13,2024-11-18,V018
P001743,W00679,1,858312.98,2026-07-18,V046
P001744,W00680,1,998820.4,2024-09-19,V015
P001745,W00680,2,749115.3,2024-11-14,V083
P001746,W00680,3,749115.3,2025-02-12,V033
P001747,W00681,1,430849.3,2025-01-23,V035
P001748,W00681,2,323136.97,2025-03-16,V055
P001749,W00681,3,323136.97,2025-04-16,V085
P001750,W00682,1,322947.93,2026-03-21,V003
P001751,W00682,2,242210.95,2026-04-19,V053
P001752,W00682,3,242210.95,2026-05-19,V078
P001753,W00683,1,2228566.03,2026-06-25,V078
P001754,W00684,1,628095.42,2024-03-08,V062
P001755,W00684,2,471071.56,2024-06-06,V015
P001756,W00684,3,471071.56,2024-07-12,V090
P001757,W00685,1,203688.47,2025-05-06,V010
P001758,W00685,2,152766.35,2025-06-02,V018
P001759,W00685,3,152766.35,2025-07-07,V045
P001760,W00686,1,1163869.26,2024-05-22,V019
P001761,W00686,2,872901.94,2024-08-29,V013
P001762,W00686,3,872901.94,2024-11-06,V061
P001763,W00687,1,357200.6,2024-09-11,V076
P001764,W00687,2,267900.45,2024-10-11,V045
P001765,W00687,3,267900.45,2024-11-13,V028
P001766,W00688,1,295307.28,2023-11-29,V052
P001767,W00688,2,221480.46,2023-12-27,V035
P001768,W00688,3,221480.46,2024-01-27,V041
P001769,W00689,1,1172241.58,2025-12-27,V071
P001770,W00689,2,879181.19,2026-02-14,V052
P001771,W00689,3,879181.19,2026-04-22,V078
P001772,W00690,1,345614.32,2024-01-13,V026
P001773,W00690,2,259210.74,2024-02-09,V077
P001774,W00690,3,259210.74,2024-03-12,V040
P001775,W00691,1,623640.38,2024-09-06,V022
P001776,W00691,2,467730.28,2024-11-20,V020
P001777,W00691,3,467730.28,2025-01-26,V011
P001778,W00692,1,209608.38,2023-10-25,V044
P001779,W00692,2,209608.38,2024-01-01,V062
P001780,W00693,1,814178.92,2024-12-01,V058
P001781,W00693,2,814178.92,2025-01-11,V020
P001782,W00694,1,1637794.69,2023-12-21,V048
P001783,W00694,2,1637794.69,2024-02-29,V081
P001784,W00695,1,220444.57,2024-08-02,V008
P001785,W00695,2,165333.43,2024-09-20,V063
P001786,W00695,3,165333.43,2024-12-06,V052
P001787,W00696,1,185476.77,2025-09-06,V082
P001788,W00696,2,139107.58,2025-10-22,V064
P001789,W00696,3,139107.58,2025-11-13,V065
P001790,W00697,1,1367384.62,2024-04-29,V089
P001791,W00697,2,1025538.47,2024-07-05,V068
P001792,W00697,3,1025538.47,2024-09-23,V067
P001793,W00698,1,3178708.78,2025-07-22,V087
P001794,W00698,2,2384031.59,2025-11-09,V049
P001795,W00698,3,2384031.59,2026-01-07,V021
P001796,W00699,1,469624.72,2023-08-29,V003
P001797,W00699,2,352218.54,2023-10-28,V088
P001798,W00699,3,352218.54,2023-12-13,V063
P001799,W00700,1,2045242.36,2024-03-25,V036
P001800,W00700,2,2045242.36,2024-05-25,V020
P001801,W00701,1,394095.11,2025-12-09,V050
P001802,W00701,2,295571.33,2026-01-07,V007
P001803,W00701,3,295571.33,2026-01-29,V058
P001804,W00702,1,953709.46,2026-01-15,V015
P001805,W00702,2,715282.09,2026-03-20,V008
P001806,W00702,3,715282.09,2026-04-28,V068
P001807,W00703,1,1257365.55,2023-09-19,V007
P001808,W00703,2,1257365.55,2023-12-16,V003
P001809,W00704,1,517782.58,2026-02-01,V022
P001810,W00704,2,388336.93,2026-03-05,V089
P001811,W00704,3,388336.93,2026-04-06,V049
P001812,W00705,1,608207.86,2023-10-13,V072
P001813,W00705,2,456155.89,2023-11-11,V073
P001814,W00705,3,456155.89,2023-12-18,V015
P001815,W00706,1,413218.41,2025-08-26,V061
P001816,W00706,2,413218.41,2025-12-08,V002
P001817,W00707,1,454043.31,2025-06-26,V077
P001818,W00707,2,340532.48,2025-07-20,V022
P001819,W00707,3,340532.48,2025-08-28,V029
P001820,W00708,1,3132431.02,2026-08-11,V085
P001821,W00709,1,807039.31,2024-01-18,V028
P001822,W00709,2,807039.31,2024-04-27,V090
P001823,W00710,1,894230.8,2025-05-16,V057
P001824,W00710,2,894230.8,2025-08-13,V087
P001825,W00711,1,653666.92,2025-12-10,V069
P001826,W00711,2,490250.19,2026-01-12,V002
P001827,W00711,3,490250.19,2026-02-07,V052
P001828,W00712,1,1223877.65,2024-02-11,V055
P001829,W00712,2,917908.24,2024-05-01,V082
P001830,W00712,3,917908.24,2024-07-08,V036
P001831,W00713,1,1211431.96,2024-03-21,V070
P001832,W00713,2,1211431.96,2024-06-27,V037
P001833,W00714,1,3505842.88,2025-04-09,V027
P001834,W00714,2,3505842.88,2025-08-06,V014
P001835,W00715,1,664739.23,2024-08-22,V001
P001836,W00715,2,664739.23,2024-11-29,V073
P001837,W00716,1,904142.56,2024-12-27,V021
P001838,W00716,2,904142.56,2025-04-30,V015
P001839,W00717,1,733611.19,2024-12-28,V029
P001840,W00717,2,733611.19,2025-05-05,V042
P001841,W00718,1,893922.15,2024-08-15,V023
P001842,W00718,2,893922.15,2024-10-07,V071
P001843,W00719,1,190914.13,2025-10-30,V065
P001844,W00719,2,143185.6,2025-12-23,V026
P001845,W00719,3,143185.6,2026-02-13,V062
P001846,W00720,1,1277528.8,2024-10-21,V071
P001847,W00720,2,958146.6,2024-12-17,V030
P001848,W00720,3,958146.6,2025-03-30,V088
P001849,W00721,1,669778.51,2025-08-22,V048
P001850,W00721,2,502333.88,2025-10-22,V020
P001851,W00721,3,502333.88,2025-12-05,V002
P001852,W00722,1,994832.31,2025-08-14,V043
P001853,W00722,2,994832.31,2025-10-19,V039
P001854,W00723,1,2575611.77,2025-07-04,V080
P001855,W00723,2,2575611.77,2025-11-19,V021
P001856,W00724,1,649303.68,2025-03-31,V011
P001857,W00724,2,486977.76,2025-06-25,V080
P001858,W00724,3,486977.76,2025-09-07,V045
P001859,W00725,1,361183.56,2024-07-14,V073
P001860,W00725,2,270887.67,2024-08-25,V065
P001861,W00725,3,270887.67,2024-11-10,V007
P001862,W00726,1,729043.88,2023-08-10,V033
P001863,W00726,2,729043.88,2023-09-18,V036
P001864,W00727,1,358644.18,2025-11-10,V004
P001865,W00727,2,268983.14,2025-12-26,V018
P001866,W00727,3,268983.14,2026-02-08,V030
P001867,W00728,1,1348245.05,2025-01-28,V075
P001868,W00728,2,1348245.05,2025-04-22,V064
P001869,W00729,1,776897.35,2023-08-30,V075
P001870,W00729,2,776897.35,2023-11-15,V013
P001871,W00730,1,1742522.35,2023-11-12,V052
P001872,W00730,2,1742522.35,2024-04-02,V068
P001873,W00731,1,1666380.82,2024-01-12,V033
P001874,W00731,2,1249785.61,2024-04-18,V026
P001875,W00731,3,1249785.61,2024-06-24,V054
P001876,W00732,1,876559.57,2023-12-22,V006
P001877,W00732,2,657419.68,2024-02-11,V026
P001878,W00732,3,657419.68,2024-04-13,V069
P001879,W00733,1,294884.35,2026-01-14,V003
P001880,W00733,2,221163.26,2026-02-20,V078
P001881,W00733,3,221163.26,2026-03-26,V058
P001882,W00734,1,662601.93,2023-12-21,V009
P001883,W00734,2,496951.45,2024-02-24,V046
P001884,W00734,3,496951.45,2024-03-24,V082
P001885,W00735,1,434539.6,2023-10-01,V008
P001886,W00735,2,325904.7,2023-11-08,V089
P001887,W00735,3,325904.7,2023-12-31,V026
P001888,W00736,1,598891.35,2026-06-11,V046
P001889,W00736,2,449168.51,2026-08-26,V044
P001890,W00737,1,570476.25,2024-06-26,V059
P001891,W00737,2,570476.25,2024-08-05,V034
P001892,W00738,1,633579.08,2024-07-28,V081
P001893,W00738,2,475184.31,2024-08-30,V086
P001894,W00738,3,475184.31,2024-10-01,V061
P001895,W00739,1,678544.92,2026-05-31,V039
P001896,W00739,2,508908.69,2026-08-26,V064
P001897,W00740,1,1689255.84,2026-03-24,V072
P001898,W00740,2,1266941.88,2026-04-16,V075
P001899,W00740,3,1266941.88,2026-05-24,V049
P001900,W00741,1,1565946.43,2025-03-01,V025
P001901,W00741,2,1174459.82,2025-04-18,V025
P001902,W00741,3,1174459.82,2025-07-09,V042
P001903,W00742,1,1792188.75,2024-03-11,V076
P001904,W00742,2,1792188.75,2024-06-11,V090
P001905,W00743,1,829355.45,2026-05-11,V021
P001906,W00743,2,622016.59,2026-07-07,V008
P001907,W00743,3,622016.59,2026-08-29,V010
P001908,W00744,1,587808.32,2025-08-25,V043
P001909,W00744,2,440856.24,2025-09-30,V001
P001910,W00744,3,440856.24,2025-12-02,V016
P001911,W00745,1,2146113.19,2024-12-29,V029
P001912,W00745,2,2146113.19,2025-02-28,V071
P001913,W00746,1,1371812.58,2023-08-11,V041
P001914,W00746,2,1028859.43,2023-10-22,V018
P001915,W00746,3,1028859.43,2023-11-30,V037
P001916,W00747,1,693832.54,2026-05-28,V076
P001917,W00748,1,1613490.92,2025-09-19,V031
P001918,W00748,2,1210118.19,2025-11-29,V001
P001919,W00748,3,1210118.19,2026-03-03,V058
P001920,W00749,1,594461.23,2023-10-29,V021
P001921,W00749,2,594461.23,2023-12-31,V021
P001922,W00750,1,2025986.25,2026-02-05,V001
P001923,W00750,2,2025986.25,2026-04-25,V028
P001924,W00751,1,475129.87,2023-07-17,V007
P001925,W00751,2,356347.4,2023-10-01,V080
P001926,W00751,3,356347.4,2023-12-17,V043
P001927,W00752,1,1341403.54,2025-04-05,V043
P001928,W00752,2,1006052.66,2025-06-29,V053
P001929,W00752,3,1006052.66,2025-09-09,V054
P001930,W00753,1,1201467.8,2026-06-11,V027
P001931,W00753,2,1201467.8,2026-08-21,V002
P001932,W00754,1,2359682.73,2023-09-12,V051
P001933,W00754,2,1769762.05,2023-11-08,V017
P001934,W00754,3,1769762.05,2024-02-10,V066
P001935,W00755,1,770817.34,2025-04-03,V015
P001936,W00755,2,578113.01,2025-06-09,V048
P001937,W00755,3,578113.01,2025-07-15,V078
P001938,W00756,1,290218.42,2024-03-08,V027
P001939,W00756,2,217663.82,2024-04-10,V090
P001940,W00756,3,217663.82,2024-06-07,V078
P001941,W00757,1,1175954.59,2025-09-27,V017
P001942,W00757,2,1175954.59,2025-12-08,V003
P001943,W00758,1,666474.32,2024-10-01,V019
P001944,W00758,2,666474.32,2024-12-14,V035
P001945,W00759,1,1186997.24,2025-08-04,V038
P001946,W00759,2,890247.93,2025-09-25,V070
P001947,W00759,3,890247.93,2026-01-05,V076
P001948,W00760,1,1408726.48,2024-06-19,V026
P001949,W00760,2,1056544.86,2024-08-14,V082
P001950,W00760,3,1056544.86,2024-11-21,V050
P001951,W00761,1,1556130.63,2026-05-30,V082
P001952,W00761,2,1167097.97,2026-08-29,V065
P001953,W00762,1,647970.12,2023-11-20,V072
P001954,W00762,2,647970.12,2024-01-26,V008
P001955,W00763,1,700013.19,2024-04-21,V048
P001956,W00763,2,700013.19,2024-08-05,V077
P001957,W00764,1,1196471.43,2024-07-24,V037
P001958,W00764,2,897353.57,2024-09-21,V059
P001959,W00764,3,897353.57,2024-11-11,V072
P001960,W00765,1,724632.49,2026-01-05,V053
P001961,W00765,2,543474.37,2026-03-05,V066
P001962,W00765,3,543474.37,2026-05-28,V031
P001963,W00766,1,761753.11,2026-06-14,V005
P001964,W00766,2,571314.83,2026-08-15,V086
P001965,W00767,1,664929.65,2026-01-19,V038
P001966,W00767,2,664929.65,2026-03-05,V044
P001967,W00768,1,699710.16,2024-10-09,V078
P001968,W00768,2,524782.62,2024-11-24,V011
P001969,W00768,3,524782.62,2025-02-12,V027
P001970,W00769,1,416979.25,2024-10-03,V025
P001971,W00769,2,312734.44,2024-11-10,V071
P001972,W00769,3,312734.44,2024-12-10,V023
P001973,W00770,1,2225607.29,2024-02-08,V065
P001974,W00770,2,2225607.29,2024-06-28,V025
P001975,W00771,1,406014.91,2026-05-01,V071
P001976,W00771,2,406014.91,2026-07-09,V004
P001977,W00772,1,632023.1,2025-10-20,V010
P001978,W00772,2,632023.1,2025-11-23,V064
P001979,W00773,1,2964691.79,2024-03-15,V065
P001981,W00773,3,2223518.84,2024-08-18,V005
P001982,W00774,1,3326539.82,2023-10-06,V009
P001983,W00774,2,2494904.86,2024-01-07,V031
P001984,W00774,3,2494904.86,2024-03-22,V082
P001985,W00775,1,1572848.14,2025-03-03,V053
P001986,W00775,2,1572848.14,2025-06-26,V057
P001987,W00776,1,688603.97,2024-10-20,V015
P001988,W00776,2,516452.98,2024-11-23,V060
P001989,W00776,3,516452.98,2025-02-02,V055
P001990,W00777,1,663851.22,2025-01-02,V034
P001991,W00777,2,663851.22,2025-02-16,V038
P001992,W00778,1,758163.33,2023-10-17,V030
P001993,W00778,2,568622.5,2023-12-23,V053
P001994,W00778,3,568622.5,2024-02-09,V078
P001995,W00779,1,704227.88,2024-01-21,V027
P001996,W00779,2,528170.91,2024-04-11,V066
P001997,W00779,3,528170.91,2024-05-23,V005
P001998,W00780,1,898836.43,2024-04-21,V008
P001999,W00780,2,898836.43,2024-05-31,V008
P002000,W00781,1,761566.71,2023-11-27,V010
P002001,W00781,2,571175.03,2024-01-02,V069
P002002,W00781,3,571175.03,2024-02-24,V066
P002003,W00782,1,990428.17,2026-04-08,V062
P002004,W00782,2,990428.17,2026-08-07,V072
P002005,W00783,1,1974588.86,2024-07-24,V008
P002006,W00783,2,1480941.65,2024-10-13,V032
P002007,W00783,3,1480941.65,2025-02-21,V018
P002008,W00784,1,3578766.86,2025-01-15,V013
P002009,W00784,2,2684075.14,2025-04-24,V033
P002010,W00784,3,2684075.14,2025-07-09,V011
P002011,W00785,1,827917.32,2025-12-12,V054
P002012,W00785,2,620937.99,2026-01-31,V087
P002013,W00785,3,620937.99,2026-03-30,V011
P002014,W00786,1,485919.48,2023-08-06,V027
P002015,W00786,2,485919.48,2023-09-15,V035
P002016,W00787,1,559924.36,2025-02-07,V020
P002017,W00787,2,559924.36,2025-04-15,V036
P002018,W00788,1,636577.73,2024-01-01,V015
P002019,W00788,2,477433.3,2024-03-24,V049
P002020,W00788,3,477433.3,2024-06-11,V016
P002021,W00789,1,614059.44,2024-04-04,V036
P002022,W00789,2,460544.58,2024-06-02,V007
P002023,W00789,3,460544.58,2024-07-14,V071
P002024,W00790,1,1089076.01,2026-08-16,V044
P002025,W00791,1,3490322.0,2026-03-26,V031
P002026,W00791,2,3490322.0,2026-09-03,V055
P002027,W00792,1,380770.66,2025-08-08,V017
P002028,W00792,2,285578.0,2025-09-07,V073
P002029,W00792,3,285578.0,2025-10-03,V050
P002030,W00793,1,351480.82,2025-10-06,V066
P002031,W00793,2,351480.82,2025-11-22,V014
P002032,W00794,1,1672662.02,2026-06-13,V001
P002033,W00795,1,666857.04,2026-02-14,V018
P002034,W00795,2,666857.04,2026-03-17,V014
P002035,W00796,1,511893.4,2023-06-03,V064
P002036,W00796,2,383920.05,2023-06-25,V009
P002037,W00796,3,383920.05,2023-08-07,V001
P002038,W00797,1,619144.9,2026-05-13,V074
P002039,W00797,2,464358.67,2026-07-06,V031
P002040,W00797,3,464358.67,2026-08-10,V078
P002041,W00798,1,976880.8,2025-06-04,V050
P002042,W00798,2,732660.6,2025-08-09,V089
P002043,W00798,3,732660.6,2025-10-14,V038
P002044,W00799,1,1323489.58,2024-03-19,V010
P002045,W00799,2,992617.19,2024-05-21,V060
P002046,W00799,3,992617.19,2024-06-23,V055
P002047,W00800,1,394622.34,2025-03-15,V089
P002048,W00800,2,295966.76,2025-04-27,V056
P002049,W00800,3,295966.76,2025-06-16,V070
P002050,W00801,1,519061.82,2024-05-21,V071
P002051,W00801,2,389296.36,2024-06-25,V062
P002052,W00801,3,389296.36,2024-08-17,V045
P002053,W00802,1,616676.75,2023-12-24,V053
P002054,W00802,2,462507.56,2024-03-03,V052
P002055,W00802,3,462507.56,2024-04-28,V056
P002056,W00803,1,900443.31,2023-08-25,V023
P002057,W00803,2,900443.31,2023-12-06,V078
P002058,W00804,1,691487.43,2024-11-12,V071
P002059,W00804,2,518615.57,2024-12-05,V071
P002060,W00804,3,518615.57,2024-12-29,V023
P002061,W00805,1,933748.76,2023-07-08,V060
P002062,W00805,2,700311.57,2023-08-10,V004
P002063,W00805,3,700311.57,2023-09-07,V089
P002064,W00806,1,360955.99,2025-07-17,V031
P002065,W00806,2,360955.99,2025-09-09,V054
P002066,W00807,1,2284139.99,2024-01-29,V050
P002067,W00807,2,1713104.99,2024-04-28,V065
P002068,W00807,3,1713104.99,2024-07-12,V022
P002069,W00808,1,869043.9,2024-05-12,V076
P002070,W00808,2,651782.92,2024-07-14,V076
P002071,W00808,3,651782.92,2024-09-19,V052
P002072,W00809,1,546520.22,2023-11-05,V004
P002073,W00809,2,546520.22,2023-12-27,V063
P002074,W00810,1,896692.61,2024-12-22,V009
P002075,W00810,2,672519.46,2025-02-04,V030
P002076,W00810,3,672519.46,2025-03-22,V042
P002077,W00811,1,2088806.67,2025-03-26,V041
P002078,W00811,2,1566605.0,2025-07-14,V021
P002079,W00811,3,1566605.0,2025-10-01,V034
P002080,W00812,1,1147365.89,2026-03-05,V074
P002081,W00812,2,860524.42,2026-05-27,V080
P002082,W00812,3,860524.42,2026-08-21,V064
P002083,W00813,1,1143410.24,2024-10-04,V085
P002084,W00813,2,857557.68,2024-11-18,V028
P002085,W00813,3,857557.68,2025-01-30,V001
P002086,W00814,1,699764.8,2026-01-01,V083
P002087,W00814,2,524823.6,2026-03-21,V034
P002088,W00814,3,524823.6,2026-05-10,V018
P002089,W00815,1,836904.62,2023-08-16,V066
P002090,W00815,2,836904.62,2023-09-22,V034
P002091,W00816,1,1068597.77,2024-03-09,V054
P002092,W00816,2,801448.33,2024-04-27,V088
P002093,W00816,3,801448.33,2024-06-19,V077
P002094,W00817,1,729427.06,2025-04-28,V010
P002095,W00817,2,729427.06,2025-08-03,V017
P002096,W00818,1,1443014.78,2023-09-01,V080
P002097,W00818,2,1082261.08,2023-11-09,V003
P002098,W00818,3,1082261.08,2024-01-09,V002
P002099,W00819,1,913166.02,2024-02-27,V038
P002100,W00819,2,684874.51,2024-04-03,V061
P002101,W00819,3,684874.51,2024-06-08,V011
P002102,W00820,1,3273320.89,2025-10-17,V020
P002103,W00820,2,2454990.67,2025-12-19,V019
P002104,W00820,3,2454990.67,2026-03-24,V014
P002105,W00821,1,571100.88,2025-06-17,V058
P002106,W00821,2,428325.66,2025-08-16,V032
P002107,W00821,3,428325.66,2025-10-28,V061
P002108,W00822,1,604079.21,2024-02-09,V076
P002109,W00822,2,453059.41,2024-04-11,V029
P002110,W00822,3,453059.41,2024-07-24,V036
P002111,W00823,1,586719.82,2025-03-29,V002
P002112,W00823,2,586719.82,2025-06-01,V088
P002113,W00824,1,1058835.42,2024-10-13,V026
P002114,W00824,2,1058835.42,2025-01-09,V056
P002115,W00825,1,753119.86,2024-01-05,V076
P002116,W00825,2,564839.89,2024-03-04,V063
P002117,W00825,3,564839.89,2024-06-08,V072
P002118,W00826,1,692895.23,2023-10-11,V075
P002119,W00826,2,519671.42,2024-01-02,V063
P002120,W00826,3,519671.42,2024-03-27,V028
P002121,W00827,1,249529.53,2023-12-06,V024
P002122,W00827,2,187147.15,2024-01-20,V023
P002123,W00827,3,187147.15,2024-03-02,V063
P002124,W00828,1,808043.41,2024-05-26,V067
P002125,W00828,2,808043.41,2024-09-25,V033
P002126,W00829,1,456987.11,2024-04-07,V089
P002127,W00829,2,456987.11,2024-06-14,V089
P002128,W00830,1,275572.56,2025-04-15,V087
P002129,W00830,2,206679.42,2025-05-21,V011
P002130,W00830,3,206679.42,2025-06-30,V029
P002131,W00831,1,445256.89,2024-05-20,V071
P002132,W00831,2,445256.89,2024-09-03,V064
P002133,W00832,1,1125740.75,2025-02-07,V045
P002134,W00832,2,844305.56,2025-05-22,V052
P002135,W00832,3,844305.56,2025-08-21,V046
P002136,W00833,1,1264161.69,2025-06-19,V062
P002137,W00833,2,948121.27,2025-09-25,V028
P002138,W00833,3,948121.27,2025-11-10,V008
P002139,W00834,1,372974.59,2026-02-11,V063
P002140,W00834,2,372974.59,2026-04-22,V059
P002141,W00835,1,520494.12,2026-06-22,V054
P002142,W00835,2,390370.59,2026-09-03,V032
P002143,W00836,1,314035.2,2023-12-05,V080
P002144,W00836,2,235526.4,2024-01-14,V069
P002145,W00836,3,235526.4,2024-02-18,V058
P002146,W00837,1,479453.13,2025-02-01,V079
P002147,W00837,2,359589.85,2025-05-14,V037
P002148,W00837,3,359589.85,2025-08-24,V020
P002149,W00838,1,1848912.97,2024-12-14,V044
P002150,W00838,2,1848912.97,2025-05-07,V080
P002151,W00839,1,773026.04,2026-03-18,V034
P002152,W00839,2,579769.53,2026-05-18,V027
P002153,W00839,3,579769.53,2026-07-26,V057
P002154,W00840,1,996160.66,2023-09-29,V030
P002155,W00840,2,747120.49,2023-12-05,V074
P002156,W00840,3,747120.49,2024-03-08,V065
P002157,W00841,1,1513033.45,2023-08-27,V069
P002158,W00841,2,1513033.45,2023-12-07,V050
P002159,W00842,1,671922.03,2024-07-28,V048
P002160,W00842,2,503941.52,2024-10-04,V064
P002161,W00842,3,503941.52,2024-11-25,V089
P002162,W00843,1,614492.48,2024-05-12,V081
P002163,W00843,2,614492.48,2024-09-04,V032
P002164,W00844,1,988987.06,2024-07-21,V013
P002165,W00844,2,988987.06,2024-08-30,V005
P002166,W00845,1,369162.43,2025-03-01,V090
P002167,W00845,2,276871.82,2025-06-18,V065
P002168,W00845,3,276871.82,2025-09-06,V075
P002169,W00846,1,356842.2,2025-03-10,V080
P002170,W00846,2,267631.65,2025-04-26,V052
P002171,W00846,3,267631.65,2025-05-29,V022
P002172,W00847,1,423605.33,2024-05-27,V058
P002173,W00847,2,317704.0,2024-06-27,V076
P002174,W00847,3,317704.0,2024-07-29,V021
P002175,W00848,1,767780.56,2026-07-29,V054
P002176,W00849,1,642004.7,2026-05-21,V002
P002177,W00849,2,481503.52,2026-07-19,V010
P002178,W00850,1,682981.75,2025-12-20,V052
P002179,W00850,2,512236.31,2026-02-11,V019
P002180,W00850,3,512236.31,2026-04-28,V041
P002181,W00851,1,439865.44,2025-07-31,V047
P002182,W00851,2,329899.08,2025-10-02,V078
P002183,W00851,3,329899.08,2025-12-06,V051
P002184,W00852,1,391595.38,2024-10-16,V050
P002185,W00852,2,391595.38,2024-12-13,V083
P002186,W00853,1,495846.61,2025-08-29,V077
P002187,W00853,2,371884.96,2025-10-16,V003
P002188,W00853,3,371884.96,2025-12-14,V029
P002189,W00854,1,3338065.95,2025-02-23,V067
P002190,W00854,2,3338065.95,2025-06-13,V074
P002191,W00855,1,1330186.47,2025-04-14,V003
P002192,W00855,2,997639.85,2025-05-24,V059
P002193,W00855,3,997639.85,2025-06-29,V042
P002194,W00856,1,452412.61,2024-11-16,V003
P002195,W00856,2,339309.46,2025-02-08,V022
P002196,W00856,3,339309.46,2025-04-15,V034
P002197,W00857,1,1317821.93,2024-04-17,V043
P002198,W00857,2,1317821.93,2024-06-18,V074
P002199,W00858,1,173073.71,2026-01-21,V077
P002200,W00858,2,129805.28,2026-02-27,V077
P002201,W00858,3,129805.28,2026-04-06,V026
P002202,W00859,1,380894.03,2024-09-05,V027
P002203,W00859,2,285670.52,2024-10-30,V080
P002204,W00859,3,285670.52,2024-12-28,V040
P002205,W00860,1,2054518.3,2024-07-23,V078
P002206,W00860,2,1540888.73,2024-09-30,V015
P002207,W00860,3,1540888.73,2024-12-12,V019
P002208,W00861,1,1442599.76,2024-10-11,V090
P002209,W00861,2,1081949.82,2025-01-06,V008
P002210,W00861,3,1081949.82,2025-03-29,V046
P002211,W00862,1,830230.18,2025-06-25,V057
P002212,W00862,2,622672.63,2025-07-27,V080
