photo_id,work_id,upload_date,geotag_lat,geotag_lon,phash
PH001110,W01381,2026-05-28,24.72372,85.20122,738f13fae3736a2f
PH001111,W01382,2024-02-06,21.5428,75.71016,a85d36c6eeb5112f
PH001112,W01383,2025-01-27,29.64335,86.30266,44c93550d63701c6
PH001113,W01384,2025-07-27,29.67589,86.4191,868f11f930d9a683
PH001114,W01386,2026-04-18,16.34899,87.70916,e34805e89cd388ca
PH001115,W01388,2024-04-16,27.5194,82.08148,0e7bfad268e3748d
PH001116,W01389,2024-03-17,24.69092,85.23236,2bb99b47bf1293cb
PH001117,W01391,2025-09-09,17.00184,79.31047,84cd47773bf11a21
PH001118,W01392,2024-01-17,17.3418,82.87585,e5d8cf25c2abae28
PH001119,W01393,2025-05-17,23.23351,73.00394,35655e3042e472f0
PH001120,W01394,2025-04-19,16.32704,87.53676,bc27f90a4fc7f828
PH001121,W01395,2024-11-08,20.41386,86.84331,8a39b14e8072470b
PH001122,W01396,2023-11-03,26.604770741482866,83.61354775781253,f01a94969cbcc2a2
PH001123,W01397,2024-10-05,22.10409,72.68863,9c5c7ff5231cf0de
PH001124,W01398,2024-03-28,27.97323,83.12924,3ff8d5c8c26d57ee
PH001125,W01399,2025-09-17,26.34539,84.54868,19242008c8497f0f
PH001126,W01400,2024-06-23,23.3105,73.09975,2126e89e90bf33db
PH001127,W01401,2023-10-03,26.2943,77.5363,8b4190496103c57e
PH001128,W01402,2023-12-13,27.81079,83.28904,19d4ee958417ec63
PH001129,W01404,2026-05-06,23.25327,73.08563,81062dc2deaf9b0d
PH001130,W01405,2026-05-08,23.44289,73.08584,7e56e97a470cb3b6
PH001131,W01406,2026-04-21,26.639,79.0725,5f9318e1fea463b0
PH001132,W01407,2023-11-09,23.41323,73.03044,f4b0dd660651aa15
PH001133,W01408,2026-04-27,29.44694,86.35,36ea35fe78aa5bc4
PH001134,W01409,2024-02-12,26.50887,78.91238,2a40aa0beffa2150
PH001135,W01410,2026-05-01,16.30973,87.48635,f7abfc6c58cb98fd
PH001136,W01411,2024-08-02,17.30453,82.91154,2bc4cb3bfc02e93c
PH001137,W01412,2026-04-25,17.34576,82.97616,d805ea1d8d0803a7
PH001138,W01415,2025-04-17,22.07546,72.58214,832238704b1dc7bd
